State,District,Date,Year,Month,Avg_smlvl_at15cm,Agency_name
Madhya Pradesh,Agar Malwa,2025-02-02,2025,02,19.0464438627,NRSC VIC MODEL
Madhya Pradesh,Agar Malwa,2025-02-08,2025,02,18.8783936043,NRSC VIC MODEL
Madhya Pradesh,Agar Malwa,2025-02-10,2025,02,18.8305409992,NRSC VIC MODEL
Madhya Pradesh,Agar Malwa,2025-02-17,2025,02,18.7131168288,NRSC VIC MODEL
Madhya Pradesh,Agar Malwa,2025-02-24,2025,02,18.6286278804,NRSC VIC MODEL
Madhya Pradesh,Agar Malwa,2025-02-25,2025,02,18.6231757859,NRSC VIC MODEL
Madhya Pradesh,Agar Malwa,2025-02-26,2025,02,18.6167655059,NRSC VIC MODEL
Madhya Pradesh,Alirajpur,2025-02-09,2025,02,11.6417605353,NRSC VIC MODEL
Madhya Pradesh,Alirajpur,2025-02-13,2025,02,11.527703972,NRSC VIC MODEL
Madhya Pradesh,Alirajpur,2025-02-20,2025,02,11.4073555454,NRSC VIC MODEL
Madhya Pradesh,Alirajpur,2025-02-27,2025,02,11.3013175136,NRSC VIC MODEL
Madhya Pradesh,Anuppur,2025-02-04,2025,02,11.1934524349,NRSC VIC MODEL
Madhya Pradesh,Anuppur,2025-02-08,2025,02,11.0555950807,NRSC VIC MODEL
Madhya Pradesh,Anuppur,2025-02-13,2025,02,10.9037694319,NRSC VIC MODEL
Madhya Pradesh,Anuppur,2025-02-14,2025,02,10.8735980535,NRSC VIC MODEL
Madhya Pradesh,Anuppur,2025-02-17,2025,02,10.7801878858,NRSC VIC MODEL
Madhya Pradesh,Anuppur,2025-02-19,2025,02,10.7170867406,NRSC VIC MODEL
Madhya Pradesh,Anuppur,2025-02-25,2025,02,10.5403198834,NRSC VIC MODEL
Madhya Pradesh,Ashoknagar,2025-02-01,2025,02,19.9432201966,NRSC VIC MODEL
Madhya Pradesh,Ashoknagar,2025-02-02,2025,02,19.9158507385,NRSC VIC MODEL
Madhya Pradesh,Balaghat,2025-02-09,2025,02,10.4366711208,NRSC VIC MODEL
Madhya Pradesh,Balaghat,2025-02-19,2025,02,10.2964565322,NRSC VIC MODEL
Madhya Pradesh,Balaghat,2025-02-20,2025,02,10.2840095717,NRSC VIC MODEL
Madhya Pradesh,Balaghat,2025-02-26,2025,02,10.2252716731,NRSC VIC MODEL
Madhya Pradesh,Barwani,2025-02-06,2025,02,19.6745610538,NRSC VIC MODEL
Madhya Pradesh,Barwani,2025-02-08,2025,02,19.5754137958,NRSC VIC MODEL
Madhya Pradesh,Betul,2025-02-03,2025,02,15.8900056132,NRSC VIC MODEL
Madhya Pradesh,Betul,2025-02-04,2025,02,15.8414986045,NRSC VIC MODEL
Madhya Pradesh,Betul,2025-02-10,2025,02,15.6020067333,NRSC VIC MODEL
Madhya Pradesh,Betul,2025-02-13,2025,02,15.4878815276,NRSC VIC MODEL
Madhya Pradesh,Betul,2025-02-14,2025,02,15.4500510295,NRSC VIC MODEL
Madhya Pradesh,Betul,2025-02-15,2025,02,15.4122600412,NRSC VIC MODEL
Madhya Pradesh,Betul,2025-02-22,2025,02,15.1736709305,NRSC VIC MODEL
Madhya Pradesh,Bhind,2025-02-05,2025,02,13.7116033743,NRSC VIC MODEL
Madhya Pradesh,Bhind,2025-02-13,2025,02,13.2361631832,NRSC VIC MODEL
Madhya Pradesh,Bhind,2025-02-14,2025,02,13.1879292742,NRSC VIC MODEL
Madhya Pradesh,Bhind,2025-02-16,2025,02,13.1020738961,NRSC VIC MODEL
Madhya Pradesh,Bhind,2025-02-17,2025,02,13.0614899331,NRSC VIC MODEL
Madhya Pradesh,Bhind,2025-02-25,2025,02,12.9978873445,NRSC VIC MODEL
Madhya Pradesh,Bhind,2025-02-26,2025,02,13.0211289813,NRSC VIC MODEL
Madhya Pradesh,Bhind,2025-02-28,2025,02,12.9524372418,NRSC VIC MODEL
Madhya Pradesh,Bhopal,2025-02-06,2025,02,17.7163365121,NRSC VIC MODEL
Madhya Pradesh,Bhopal,2025-02-07,2025,02,17.6727941431,NRSC VIC MODEL
Madhya Pradesh,Bhopal,2025-02-08,2025,02,17.6208427881,NRSC VIC MODEL
Madhya Pradesh,Bhopal,2025-02-13,2025,02,17.4121254723,NRSC VIC MODEL
Madhya Pradesh,Bhopal,2025-02-24,2025,02,16.964363321,NRSC VIC MODEL
Madhya Pradesh,Burhanpur,2025-02-05,2025,02,18.4783725062,NRSC VIC MODEL
Madhya Pradesh,Burhanpur,2025-02-10,2025,02,18.3521871093,NRSC VIC MODEL
Madhya Pradesh,Burhanpur,2025-02-15,2025,02,18.2487882624,NRSC VIC MODEL
Madhya Pradesh,Burhanpur,2025-02-16,2025,02,18.231531211,NRSC VIC MODEL
Madhya Pradesh,Burhanpur,2025-02-23,2025,02,18.1148217852,NRSC VIC MODEL
Madhya Pradesh,Burhanpur,2025-02-26,2025,02,18.0729978884,NRSC VIC MODEL
Madhya Pradesh,Chhatarpur,2025-02-03,2025,02,15.8476027706,NRSC VIC MODEL
Madhya Pradesh,Chhatarpur,2025-02-10,2025,02,15.4416125067,NRSC VIC MODEL
Madhya Pradesh,Chhatarpur,2025-02-14,2025,02,15.219204019,NRSC VIC MODEL
Madhya Pradesh,Chhatarpur,2025-02-27,2025,02,14.6903034721,NRSC VIC MODEL
Madhya Pradesh,Chhindwara,2025-02-05,2025,02,17.5835019298,NRSC VIC MODEL
Madhya Pradesh,Chhindwara,2025-02-09,2025,02,17.3624679268,NRSC VIC MODEL
Madhya Pradesh,Chhindwara,2025-02-21,2025,02,16.7264082802,NRSC VIC MODEL
Madhya Pradesh,Damoh,2025-02-01,2025,02,20.5998293488,NRSC VIC MODEL
Madhya Pradesh,Damoh,2025-02-03,2025,02,20.3911930486,NRSC VIC MODEL
Madhya Pradesh,Damoh,2025-02-07,2025,02,20.020480976,NRSC VIC MODEL
Madhya Pradesh,Damoh,2025-02-19,2025,02,19.1101759529,NRSC VIC MODEL
Madhya Pradesh,Damoh,2025-02-21,2025,02,18.9825961639,NRSC VIC MODEL
Madhya Pradesh,Damoh,2025-02-23,2025,02,18.8612112856,NRSC VIC MODEL
Madhya Pradesh,Damoh,2025-02-25,2025,02,18.7440024384,NRSC VIC MODEL
Madhya Pradesh,Damoh,2025-02-26,2025,02,18.6912168112,NRSC VIC MODEL
Madhya Pradesh,Damoh,2025-02-28,2025,02,18.5687840533,NRSC VIC MODEL
Madhya Pradesh,Datia,2025-02-04,2025,02,12.4165662251,NRSC VIC MODEL
Madhya Pradesh,Datia,2025-02-08,2025,02,12.2008030229,NRSC VIC MODEL
Madhya Pradesh,Datia,2025-02-09,2025,02,12.1599393975,NRSC VIC MODEL
Madhya Pradesh,Datia,2025-02-19,2025,02,12.0143573564,NRSC VIC MODEL
Madhya Pradesh,Datia,2025-02-20,2025,02,12.0280744586,NRSC VIC MODEL
Madhya Pradesh,Datia,2025-02-23,2025,02,11.9203019877,NRSC VIC MODEL
Madhya Pradesh,Dewas,2025-02-01,2025,02,20.5924507244,NRSC VIC MODEL
Madhya Pradesh,Dewas,2025-02-06,2025,02,20.3350485014,NRSC VIC MODEL
Madhya Pradesh,Dewas,2025-02-08,2025,02,20.2398839406,NRSC VIC MODEL
Madhya Pradesh,Dewas,2025-02-10,2025,02,20.1672632227,NRSC VIC MODEL
Madhya Pradesh,Dewas,2025-02-13,2025,02,20.0513972163,NRSC VIC MODEL
Madhya Pradesh,Dewas,2025-02-20,2025,02,19.7682031873,NRSC VIC MODEL
Madhya Pradesh,Dewas,2025-02-28,2025,02,19.5621614657,NRSC VIC MODEL
Madhya Pradesh,Dhar,2025-02-06,2025,02,20.9360285558,NRSC VIC MODEL
Madhya Pradesh,Dhar,2025-02-10,2025,02,20.772199944,NRSC VIC MODEL
Madhya Pradesh,Dhar,2025-02-14,2025,02,20.6062239645,NRSC VIC MODEL
Madhya Pradesh,Dhar,2025-02-15,2025,02,20.5664568452,NRSC VIC MODEL
Madhya Pradesh,Dhar,2025-02-16,2025,02,20.5270196444,NRSC VIC MODEL
Madhya Pradesh,Dhar,2025-02-17,2025,02,20.4891355017,NRSC VIC MODEL
Madhya Pradesh,Dhar,2025-02-18,2025,02,20.4469209033,NRSC VIC MODEL
Madhya Pradesh,Dhar,2025-02-21,2025,02,20.3404339548,NRSC VIC MODEL
Madhya Pradesh,Dhar,2025-02-23,2025,02,20.2752607892,NRSC VIC MODEL
Madhya Pradesh,Dhar,2025-02-25,2025,02,20.2173562247,NRSC VIC MODEL
Madhya Pradesh,Dindori,2025-02-13,2025,02,15.3163608623,NRSC VIC MODEL
Madhya Pradesh,Dindori,2025-02-23,2025,02,14.9480722428,NRSC VIC MODEL
Madhya Pradesh,Dindori,2025-02-24,2025,02,14.9137405916,NRSC VIC MODEL
Madhya Pradesh,Dindori,2025-02-26,2025,02,14.8538723829,NRSC VIC MODEL
Madhya Pradesh,Dindori,2025-02-28,2025,02,14.7889019144,NRSC VIC MODEL
Madhya Pradesh,East Nimar,2025-02-06,2025,02,19.3473746089,NRSC VIC MODEL
Madhya Pradesh,East Nimar,2025-02-09,2025,02,19.151784777,NRSC VIC MODEL
Madhya Pradesh,East Nimar,2025-02-10,2025,02,19.1320444892,NRSC VIC MODEL
Madhya Pradesh,East Nimar,2025-02-20,2025,02,18.7361037834,NRSC VIC MODEL
Madhya Pradesh,East Nimar,2025-02-21,2025,02,18.6824713635,NRSC VIC MODEL
Madhya Pradesh,East Nimar,2025-02-26,2025,02,18.5524847648,NRSC VIC MODEL
Madhya Pradesh,East Nimar,2025-02-27,2025,02,18.7833661837,NRSC VIC MODEL
Madhya Pradesh,Guna,2025-02-16,2025,02,16.0893906086,NRSC VIC MODEL
Madhya Pradesh,Guna,2025-02-17,2025,02,16.0582226961,NRSC VIC MODEL
Madhya Pradesh,Guna,2025-02-25,2025,02,15.8689561466,NRSC VIC MODEL
Madhya Pradesh,Gwalior,2025-02-05,2025,02,14.8089617555,NRSC VIC MODEL
Madhya Pradesh,Gwalior,2025-02-09,2025,02,17.2407162459,NRSC VIC MODEL
Madhya Pradesh,Gwalior,2025-02-21,2025,02,17.7146989738,NRSC VIC MODEL
Madhya Pradesh,Gwalior,2025-02-23,2025,02,17.5356705739,NRSC VIC MODEL
Madhya Pradesh,Gwalior,2025-02-25,2025,02,17.3743495007,NRSC VIC MODEL
Madhya Pradesh,Harda,2025-02-02,2025,02,21.2296798856,NRSC VIC MODEL
Madhya Pradesh,Harda,2025-02-13,2025,02,20.6438226712,NRSC VIC MODEL
Madhya Pradesh,Harda,2025-02-17,2025,02,20.4451576477,NRSC VIC MODEL
Madhya Pradesh,Harda,2025-02-25,2025,02,20.2819335691,NRSC VIC MODEL
Madhya Pradesh,Hoshangabad,2025-02-02,2025,02,18.056895712,NRSC VIC MODEL
Madhya Pradesh,Hoshangabad,2025-02-05,2025,02,17.8820497454,NRSC VIC MODEL
Madhya Pradesh,Hoshangabad,2025-02-14,2025,02,17.4883988655,NRSC VIC MODEL
Madhya Pradesh,Hoshangabad,2025-02-16,2025,02,17.4181102031,NRSC VIC MODEL
Madhya Pradesh,Hoshangabad,2025-02-17,2025,02,17.4052979218,NRSC VIC MODEL
Madhya Pradesh,Hoshangabad,2025-02-19,2025,02,17.359065881,NRSC VIC MODEL
Madhya Pradesh,Hoshangabad,2025-02-26,2025,02,17.17591383,NRSC VIC MODEL
Madhya Pradesh,Hoshangabad,2025-02-28,2025,02,17.1270542263,NRSC VIC MODEL
Madhya Pradesh,Indore,2025-02-04,2025,02,20.0779745294,NRSC VIC MODEL
Madhya Pradesh,Indore,2025-02-05,2025,02,20.0370960251,NRSC VIC MODEL
Madhya Pradesh,Indore,2025-02-18,2025,02,19.5346845333,NRSC VIC MODEL
Madhya Pradesh,Indore,2025-02-22,2025,02,19.3870031526,NRSC VIC MODEL
Madhya Pradesh,Jabalpur,2025-02-20,2025,02,18.0754116122,NRSC VIC MODEL
Madhya Pradesh,Jhabua,2025-02-02,2025,02,13.2104884904,NRSC VIC MODEL
Madhya Pradesh,Jhabua,2025-02-04,2025,02,13.1750335954,NRSC VIC MODEL
Madhya Pradesh,Jhabua,2025-02-05,2025,02,13.1583196818,NRSC VIC MODEL
Madhya Pradesh,Jhabua,2025-02-09,2025,02,13.099270742,NRSC VIC MODEL
Madhya Pradesh,Jhabua,2025-02-15,2025,02,13.0154325177,NRSC VIC MODEL
Madhya Pradesh,Katni,2025-02-01,2025,02,17.0862203267,NRSC VIC MODEL
Madhya Pradesh,Katni,2025-02-03,2025,02,16.8316476397,NRSC VIC MODEL
Madhya Pradesh,Katni,2025-02-06,2025,02,16.4874541786,NRSC VIC MODEL
Madhya Pradesh,Katni,2025-02-07,2025,02,16.3876310805,NRSC VIC MODEL
Madhya Pradesh,Katni,2025-02-09,2025,02,16.1949582636,NRSC VIC MODEL
Madhya Pradesh,Katni,2025-02-27,2025,02,14.8151649702,NRSC VIC MODEL
Madhya Pradesh,Khargone,2025-02-01,2025,02,22.4002271793,NRSC VIC MODEL
Madhya Pradesh,Khargone,2025-02-03,2025,02,22.2995267862,NRSC VIC MODEL
Madhya Pradesh,Khargone,2025-02-06,2025,02,22.1627902354,NRSC VIC MODEL
Madhya Pradesh,Khargone,2025-02-09,2025,02,22.0332429919,NRSC VIC MODEL
Madhya Pradesh,Khargone,2025-02-13,2025,02,21.8575762939,NRSC VIC MODEL
Madhya Pradesh,Khargone,2025-02-14,2025,02,21.8136093884,NRSC VIC MODEL
Madhya Pradesh,Khargone,2025-02-20,2025,02,21.5485553235,NRSC VIC MODEL
Madhya Pradesh,Mandla,2025-02-01,2025,02,13.683498588,NRSC VIC MODEL
Madhya Pradesh,Mandla,2025-02-05,2025,02,13.5196697488,NRSC VIC MODEL
Madhya Pradesh,Mandla,2025-02-22,2025,02,13.0023774326,NRSC VIC MODEL
Madhya Pradesh,Mandla,2025-02-26,2025,02,12.9037254848,NRSC VIC MODEL
Madhya Pradesh,Mandla,2025-02-27,2025,02,12.8821667807,NRSC VIC MODEL
Madhya Pradesh,Mandla,2025-02-28,2025,02,12.8553890538,NRSC VIC MODEL
Madhya Pradesh,Mandsaur,2025-02-14,2025,02,19.7432726264,NRSC VIC MODEL
Madhya Pradesh,Mandsaur,2025-02-22,2025,02,19.473057482,NRSC VIC MODEL
Madhya Pradesh,Mandsaur,2025-02-24,2025,02,19.3866701989,NRSC VIC MODEL
Madhya Pradesh,Mandsaur,2025-02-25,2025,02,19.3578570597,NRSC VIC MODEL
Madhya Pradesh,Mandsaur,2025-02-28,2025,02,19.2617028023,NRSC VIC MODEL
Madhya Pradesh,Morena,2025-02-02,2025,02,15.8781999568,NRSC VIC MODEL
Madhya Pradesh,Morena,2025-02-06,2025,02,15.557724061,NRSC VIC MODEL
Madhya Pradesh,Morena,2025-02-09,2025,02,15.2993272792,NRSC VIC MODEL
Madhya Pradesh,Morena,2025-02-17,2025,02,14.7321316962,NRSC VIC MODEL
Madhya Pradesh,Morena,2025-02-28,2025,02,14.9202522388,NRSC VIC MODEL
Madhya Pradesh,Narsinghpur,2025-02-05,2025,02,20.2802349099,NRSC VIC MODEL
Madhya Pradesh,Narsinghpur,2025-02-06,2025,02,20.2292304629,NRSC VIC MODEL
Madhya Pradesh,Narsinghpur,2025-02-07,2025,02,20.1804946434,NRSC VIC MODEL
Madhya Pradesh,Narsinghpur,2025-02-16,2025,02,19.7874916553,NRSC VIC MODEL
Madhya Pradesh,Narsinghpur,2025-02-18,2025,02,19.7083264314,NRSC VIC MODEL
Madhya Pradesh,Narsinghpur,2025-02-21,2025,02,19.5932979333,NRSC VIC MODEL
Madhya Pradesh,Neemuch,2025-02-01,2025,02,13.049043703,NRSC VIC MODEL
Madhya Pradesh,Neemuch,2025-02-02,2025,02,12.9975487652,NRSC VIC MODEL
Madhya Pradesh,Neemuch,2025-02-03,2025,02,13.0495002069,NRSC VIC MODEL
Madhya Pradesh,Neemuch,2025-02-16,2025,02,12.6264129697,NRSC VIC MODEL
Madhya Pradesh,Neemuch,2025-02-23,2025,02,12.5089047935,NRSC VIC MODEL
Madhya Pradesh,Neemuch,2025-02-25,2025,02,12.4849487297,NRSC VIC MODEL
Madhya Pradesh,Niwari,2025-02-04,2025,02,8.5379120534,NRSC VIC MODEL
Madhya Pradesh,Niwari,2025-02-17,2025,02,8.4431489193,NRSC VIC MODEL
Madhya Pradesh,Niwari,2025-02-26,2025,02,8.4537864501,NRSC VIC MODEL
Madhya Pradesh,Niwari,2025-02-27,2025,02,8.4420747954,NRSC VIC MODEL
Madhya Pradesh,Niwari,2025-02-28,2025,02,8.4363757917,NRSC VIC MODEL
Madhya Pradesh,Panna,2025-02-07,2025,02,17.8946208607,NRSC VIC MODEL
Madhya Pradesh,Panna,2025-02-10,2025,02,17.6272279188,NRSC VIC MODEL
Madhya Pradesh,Panna,2025-02-13,2025,02,17.3692449382,NRSC VIC MODEL
Madhya Pradesh,Panna,2025-02-25,2025,02,16.5715370363,NRSC VIC MODEL
Madhya Pradesh,Raisen,2025-02-02,2025,02,23.3842207487,NRSC VIC MODEL
Madhya Pradesh,Raisen,2025-02-08,2025,02,22.8162255484,NRSC VIC MODEL
Madhya Pradesh,Rajgarh,2025-02-03,2025,02,23.2308025812,NRSC VIC MODEL
Madhya Pradesh,Ratlam,2025-02-02,2025,02,18.3642945689,NRSC VIC MODEL
Madhya Pradesh,Ratlam,2025-02-04,2025,02,18.313864085,NRSC VIC MODEL
Madhya Pradesh,Ratlam,2025-02-07,2025,02,18.2496826314,NRSC VIC MODEL
Madhya Pradesh,Ratlam,2025-02-08,2025,02,18.2233699114,NRSC VIC MODEL
Madhya Pradesh,Ratlam,2025-02-09,2025,02,18.2044447025,NRSC VIC MODEL
Madhya Pradesh,Ratlam,2025-02-10,2025,02,18.1787122829,NRSC VIC MODEL
Madhya Pradesh,Ratlam,2025-02-15,2025,02,18.0806962925,NRSC VIC MODEL
Madhya Pradesh,Ratlam,2025-02-21,2025,02,17.9812701339,NRSC VIC MODEL
Madhya Pradesh,Ratlam,2025-02-26,2025,02,17.8962432095,NRSC VIC MODEL
Madhya Pradesh,Rewa,2025-02-18,2025,02,16.7614154938,NRSC VIC MODEL
Madhya Pradesh,Rewa,2025-02-22,2025,02,16.5955372073,NRSC VIC MODEL
Madhya Pradesh,Rewa,2025-02-24,2025,02,16.5239439932,NRSC VIC MODEL
Madhya Pradesh,Rewa,2025-02-25,2025,02,16.4815718268,NRSC VIC MODEL
Madhya Pradesh,Sagar,2025-02-01,2025,02,21.4535793639,NRSC VIC MODEL
Madhya Pradesh,Sagar,2025-02-16,2025,02,20.374849496,NRSC VIC MODEL
Madhya Pradesh,Sagar,2025-02-17,2025,02,20.3128740253,NRSC VIC MODEL
Madhya Pradesh,Sagar,2025-02-19,2025,02,20.1806183627,NRSC VIC MODEL
Madhya Pradesh,Sagar,2025-02-21,2025,02,20.0532998512,NRSC VIC MODEL
Madhya Pradesh,Sagar,2025-02-24,2025,02,19.8704541041,NRSC VIC MODEL
Madhya Pradesh,Sagar,2025-02-26,2025,02,19.7487454301,NRSC VIC MODEL
Madhya Pradesh,Satna,2025-02-08,2025,02,16.3125003985,NRSC VIC MODEL
Madhya Pradesh,Satna,2025-02-10,2025,02,16.2615082661,NRSC VIC MODEL
Madhya Pradesh,Sehore,2025-02-03,2025,02,19.0780742055,NRSC VIC MODEL
Madhya Pradesh,Sehore,2025-02-06,2025,02,18.8855553034,NRSC VIC MODEL
Madhya Pradesh,Sehore,2025-02-09,2025,02,18.7119840944,NRSC VIC MODEL
Madhya Pradesh,Sehore,2025-02-14,2025,02,18.4392931487,NRSC VIC MODEL
Madhya Pradesh,Sehore,2025-02-17,2025,02,18.2830468796,NRSC VIC MODEL
Madhya Pradesh,Sehore,2025-02-22,2025,02,18.0639880423,NRSC VIC MODEL
Madhya Pradesh,Sehore,2025-02-24,2025,02,17.9866137639,NRSC VIC MODEL
Madhya Pradesh,Sehore,2025-02-28,2025,02,17.8465563718,NRSC VIC MODEL
Madhya Pradesh,Seoni,2025-02-08,2025,02,15.1213537015,NRSC VIC MODEL
Madhya Pradesh,Seoni,2025-02-10,2025,02,15.0561125442,NRSC VIC MODEL
Madhya Pradesh,Seoni,2025-02-14,2025,02,14.9220314286,NRSC VIC MODEL
Madhya Pradesh,Seoni,2025-02-19,2025,02,14.7588591796,NRSC VIC MODEL
Madhya Pradesh,Seoni,2025-02-20,2025,02,14.7266117413,NRSC VIC MODEL
Madhya Pradesh,Seoni,2025-02-23,2025,02,14.6455136426,NRSC VIC MODEL
Madhya Pradesh,Shahdol,2025-02-15,2025,02,10.9679302266,NRSC VIC MODEL
Madhya Pradesh,Shahdol,2025-02-18,2025,02,10.7949259507,NRSC VIC MODEL
Madhya Pradesh,Shahdol,2025-02-21,2025,02,10.6078624444,NRSC VIC MODEL
Madhya Pradesh,Shahdol,2025-02-26,2025,02,10.2970790375,NRSC VIC MODEL
Madhya Pradesh,Shajapur,2025-02-01,2025,02,22.3179820884,NRSC VIC MODEL
Madhya Pradesh,Shajapur,2025-02-03,2025,02,22.224739929,NRSC VIC MODEL
Madhya Pradesh,Shajapur,2025-02-07,2025,02,22.0647903496,NRSC VIC MODEL
Madhya Pradesh,Shajapur,2025-02-18,2025,02,21.5671983613,NRSC VIC MODEL
Madhya Pradesh,Shajapur,2025-02-24,2025,02,21.3315872488,NRSC VIC MODEL
Madhya Pradesh,Shajapur,2025-02-25,2025,02,21.2978713077,NRSC VIC MODEL
Madhya Pradesh,Shajapur,2025-02-27,2025,02,21.2149690215,NRSC VIC MODEL
Madhya Pradesh,Sheopur,2025-02-14,2025,02,14.0486709503,NRSC VIC MODEL
Madhya Pradesh,Sheopur,2025-02-20,2025,02,13.8882402584,NRSC VIC MODEL
Madhya Pradesh,Sheopur,2025-02-21,2025,02,13.8413999248,NRSC VIC MODEL
Madhya Pradesh,Shivpuri,2025-02-01,2025,02,19.1369780206,NRSC VIC MODEL
Madhya Pradesh,Shivpuri,2025-02-06,2025,02,18.757044517,NRSC VIC MODEL
Madhya Pradesh,Shivpuri,2025-02-08,2025,02,18.6144837982,NRSC VIC MODEL
Madhya Pradesh,Shivpuri,2025-02-25,2025,02,17.6420243055,NRSC VIC MODEL
Madhya Pradesh,Shivpuri,2025-02-27,2025,02,17.5460695944,NRSC VIC MODEL
Madhya Pradesh,Sidhi,2025-02-05,2025,02,6.6260770397,NRSC VIC MODEL
Madhya Pradesh,Sidhi,2025-02-15,2025,02,14.0280599153,NRSC VIC MODEL
Madhya Pradesh,Sidhi,2025-02-17,2025,02,13.9433552182,NRSC VIC MODEL
Madhya Pradesh,Sidhi,2025-02-19,2025,02,13.8660332974,NRSC VIC MODEL
Madhya Pradesh,Sidhi,2025-02-22,2025,02,13.7597688904,NRSC VIC MODEL
Madhya Pradesh,Sidhi,2025-02-25,2025,02,13.6572993375,NRSC VIC MODEL
Madhya Pradesh,Sidhi,2025-02-28,2025,02,13.5491049221,NRSC VIC MODEL
Madhya Pradesh,Singrauli,2025-02-03,2025,02,15.6983499406,NRSC VIC MODEL
Madhya Pradesh,Singrauli,2025-02-06,2025,02,15.4287132971,NRSC VIC MODEL
Madhya Pradesh,Singrauli,2025-02-13,2025,02,14.9356282501,NRSC VIC MODEL
Madhya Pradesh,Singrauli,2025-02-20,2025,02,14.5817368361,NRSC VIC MODEL
Madhya Pradesh,Singrauli,2025-02-24,2025,02,14.3698912122,NRSC VIC MODEL
Madhya Pradesh,Singrauli,2025-02-25,2025,02,14.317414866,NRSC VIC MODEL
Madhya Pradesh,Singrauli,2025-02-28,2025,02,14.1665292532,NRSC VIC MODEL
Madhya Pradesh,Tikamgarh,2025-02-13,2025,02,13.0591962214,NRSC VIC MODEL
Madhya Pradesh,Tikamgarh,2025-02-16,2025,02,12.9169678886,NRSC VIC MODEL
Madhya Pradesh,Tikamgarh,2025-02-17,2025,02,12.8722575137,NRSC VIC MODEL
Madhya Pradesh,Tikamgarh,2025-02-18,2025,02,12.8311126346,NRSC VIC MODEL
Madhya Pradesh,Tikamgarh,2025-02-20,2025,02,12.7544863224,NRSC VIC MODEL
Madhya Pradesh,Tikamgarh,2025-02-24,2025,02,12.5866370625,NRSC VIC MODEL
Madhya Pradesh,Ujjain,2025-02-03,2025,02,22.5245189077,NRSC VIC MODEL
Madhya Pradesh,Ujjain,2025-02-10,2025,02,22.2306378416,NRSC VIC MODEL
Madhya Pradesh,Ujjain,2025-02-19,2025,02,21.8873399444,NRSC VIC MODEL
Madhya Pradesh,Ujjain,2025-02-26,2025,02,21.6551774778,NRSC VIC MODEL
Madhya Pradesh,Umaria,2025-02-02,2025,02,14.9386452939,NRSC VIC MODEL
Madhya Pradesh,Umaria,2025-02-09,2025,02,14.2184940895,NRSC VIC MODEL
Madhya Pradesh,Umaria,2025-02-15,2025,02,13.6684335087,NRSC VIC MODEL
Madhya Pradesh,Umaria,2025-02-18,2025,02,13.4773136184,NRSC VIC MODEL
Madhya Pradesh,Umaria,2025-02-20,2025,02,13.3144604163,NRSC VIC MODEL
Madhya Pradesh,Vidisha,2025-02-08,2025,02,24.4539873897,NRSC VIC MODEL
Madhya Pradesh,Vidisha,2025-02-14,2025,02,24.0585521902,NRSC VIC MODEL
Madhya Pradesh,Vidisha,2025-02-17,2025,02,23.8786944588,NRSC VIC MODEL
Madhya Pradesh,Vidisha,2025-02-20,2025,02,23.7094256213,NRSC VIC MODEL
Madhya Pradesh,Barwani,2025-03-23,2025,03,17.5541981433,NRSC VIC MODEL
Madhya Pradesh,Betul,2025-03-04,2025,03,14.8865172801,NRSC VIC MODEL
Madhya Pradesh,Betul,2025-03-12,2025,03,14.7116242476,NRSC VIC MODEL
Madhya Pradesh,Betul,2025-03-14,2025,03,14.6713741003,NRSC VIC MODEL
Madhya Pradesh,Betul,2025-03-17,2025,03,14.6214508423,NRSC VIC MODEL
Madhya Pradesh,Betul,2025-03-19,2025,03,14.5896923072,NRSC VIC MODEL
Madhya Pradesh,Betul,2025-03-26,2025,03,14.4993429197,NRSC VIC MODEL
Madhya Pradesh,Betul,2025-03-28,2025,03,14.4693696893,NRSC VIC MODEL
Madhya Pradesh,Bhind,2025-03-01,2025,03,12.9189356068,NRSC VIC MODEL
Madhya Pradesh,Bhind,2025-03-06,2025,03,12.7881585055,NRSC VIC MODEL
Madhya Pradesh,Bhind,2025-03-14,2025,03,12.6239565336,NRSC VIC MODEL
Madhya Pradesh,Bhind,2025-03-15,2025,03,12.606673972,NRSC VIC MODEL
Madhya Pradesh,Bhind,2025-03-19,2025,03,12.5961953872,NRSC VIC MODEL
Madhya Pradesh,Bhopal,2025-03-01,2025,03,16.7831245872,NRSC VIC MODEL
Madhya Pradesh,Bhopal,2025-03-02,2025,03,16.7455182636,NRSC VIC MODEL
Madhya Pradesh,Bhopal,2025-03-12,2025,03,16.4291014553,NRSC VIC MODEL
Madhya Pradesh,Bhopal,2025-03-20,2025,03,16.2433244574,NRSC VIC MODEL
Madhya Pradesh,Bhopal,2025-03-28,2025,03,16.0882106202,NRSC VIC MODEL
Madhya Pradesh,Burhanpur,2025-03-06,2025,03,17.9597479876,NRSC VIC MODEL
Madhya Pradesh,Burhanpur,2025-03-11,2025,03,17.8924464621,NRSC VIC MODEL
Madhya Pradesh,Burhanpur,2025-03-18,2025,03,17.8090811367,NRSC VIC MODEL
Madhya Pradesh,Burhanpur,2025-03-22,2025,03,17.797234989,NRSC VIC MODEL
Madhya Pradesh,Burhanpur,2025-03-23,2025,03,17.7945072255,NRSC VIC MODEL
Madhya Pradesh,Chhatarpur,2025-03-09,2025,03,14.2289045952,NRSC VIC MODEL
Madhya Pradesh,Chhatarpur,2025-03-12,2025,03,14.0834093526,NRSC VIC MODEL
